PERM,A-09007-18575,Denied,H-1B,INDIA,14-12-2011,1010 JOHNSON DR,,BUFFALO GROVE,VAPOR BUS INTERNATIONAL,60089,IL,Buffalo Grove,IL,541330,Engineering Services,59987,Software Quality Assurance Engineer,Level II,15-1099.01,Software Quality Assurance Engineers and Testers,OES,yr,Aerospace,59987,,yr
PERM,A-09012-19875,Certified,H-1B,INDIA,12-12-2011,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",75202,TX,Durham,NC,51721,Wireless Telecommunications Carriers (except Satellite),85488,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,yr,IT,85488,,yr
PERM,A-09013-20308,Certified,H-1B,INDIA,01-03-2012,2828 NORTH HASKELL AVENUE,,DALLAS,"AFFILIATED COMPUTER SERVICES, INC. AND IT SUBSIDIARIES AND AFFILIATES",75204,TX,Dallas,TX,541511,Custom Computer Programming Services,96221,Computer Systems Analysts,Level IV,15-1051.00,Computer Systems Analysts,OES,yr,IT,108000,,yr
PERM,A-09016-21537,Denied,H-1B,INDIA,25-10-2011,ONE MICROSOFT WAY,,REDMOND,MICROSOFT CORPORATION,98052,WA,Redmond,WA,5415,Computer Systems Design and Related Services,55890,"Computer Specialists, All Other",Level II,15-1099.99,"Computer Specialists, All Other",OES,yr,IT,99425,,yr
PERM,A-09020-22022,Denied,H-1B,INDIA,14-12-2011,252 TOWNE VILLAGE DR,,CARY,"INFOMERICA, INC",27513,NC,Cary,NC,541519,Other Computer Related Services,74048,Computer Software Engineer,Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,yr,IT,74048,,yr
PERM,A-09035-25841,Certified-Expired,J-1,INDIA,14-10-2011,P.O. BOX 601,,MEDIA,"LIFE BEYOND ABUSE, INC.",19063,PA,MEDIA,PA,624190,Other Individual and Family Services,24939,"CHILD, FAMILY, AND SCHOOL SOCIAL WORKERS",Level I,21-1021.00,"Child, Family, and School Social Workers",OES,yr,Other Economic Sector,24939,,yr
PERM,A-09042-27184,Certified-Expired,H-1B,INDIA,04-10-2011,3215 VANBORINE PLACE,SUITE B,ELLICOTT CITY,"RESOURCESYS, INC",21042,MD,Columbia,MD,541511,Custom Computer Programming Services,114566,"Computer Software Engineers, Applications",Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,yr,IT,114566,,yr
PERM,A-09042-27253,Certified,H-1B,INDIA,04-11-2011,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",75202,TX,Redmond,WA,51721,Wireless Telecommunications Carriers (except Satellite),107640,"Computer Software Engineers, Applications",Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,yr,IT,107640,,yr
PERM,A-09063-31791,Certified-Expired,H-1B,INDIA,04-10-2011,25772 KINGSLAND BLVD SUITE 208,,KATY,SAPOT SYSTEMS INC,77494,TX,Katy,TX,541511,Custom Computer Programming Services,72426,"Computer Software Engineers, Applications",Level I,15-1031.00,"Computer Software Engineers, Applications",OES,yr,IT,72426,,yr
PERM,A-09066-32390,Denied,H-1B,INDIA,05-10-2011,130 HOLGER WAY,,SAN JOSE,"BROCADE COMMUNICATIONS SYSTEMS, INC.",95134,CA,San Jose,CA,334119,Other Computer Peripheral Equipment Manufacturing,45.83,SW Systems Engineer,Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,hr,Advanced Mfg,95327,,yr
PERM,A-09072-33587,Certified-Expired,H-1B,INDIA,20-10-2011,"ONE POST STREET, 33RD FLOOR",,SAN FRANCISCO,MCKESSON CORPORATION,94104,CA,Rancho Cordova,CA,5419,"Other Professional, Scientific, and Technical Services",58240,Network and Computer Systems Administrators,Level II,15-1071.00,Network and Computer Systems Administrators,OES,yr,Other Economic Sector,58240,,yr
PERM,A-09072-33693,Certified,H-1B,INDIA,09-01-2012,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",75202,TX,Bothell,WA,541870,Advertising Material Distribution Services,76315,Network and Computer Systems Administrators,Level III,15-1071.00,Network and Computer Systems Administrators,OES,yr,Other Economic Sector,85000,,yr
PERM,A-09075-33825,Certified-Expired,H-1B,INDIA,17-10-2011,750 E. PRATT STREET,,BALTIMORE,BALTIMORE GAS AND ELECTRIC COMPANY,21202,MD,Baltimore,MD,2211,"Electric Power Generation, Transmission and Distribution",44096,Electrical & Electronics Drafters,Level II,17-3012.00,Electrical and Electronics Drafters,OES,yr,Energy,50686,,yr
PERM,A-09076-34255,Certified-Expired,H-1B,INDIA,05-10-2011,5775 MOREHOUSE DR,,SAN DIEGO,"QUALCOMM GLOBAL SERVICES, INC.",92121,CA,San Diego,CA,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,97760,"Electronics Engineers, Except Computer",Level III,17-2072.00,"Electronics Engineers, Except Computer",OES,yr,Advanced Mfg,97760,118224,yr
PERM,A-09092-37032,Certified,H-1B,INDIA,16-11-2011,2711 CENTERVILLE ROAD,,WILMINGTON,ELECTRONIC DATA SYSTEMS CORPORATION,19808,DE,Bellevue,WA,541512,Computer Systems Design Services,68474,Computer Systems Analyst,Level II,15-1051.00,Computer Systems Analysts,OES,yr,IT,68474,130800,yr
PERM,A-09092-37186,Certified,H-1B,INDIA,23-01-2012,170 WEST TASMAN DRIVE,MAIL STOP: SJC 05/1/4,SAN JOSE,"CISCO SYSTEMS, INC.",95134,CA,Milpitas,CA,334111,Electronic Computer Manufacturing,83905,"Computer SW Engineer, Systems",,15-1032.00,"Computer Software Engineers, Systems Software",Other,yr,Advanced Mfg,83905,101504,yr
PERM,A-09093-37410,Withdrawn,H-1B,INDIA,16-11-2011,1249 SOUTH RIVER ROAD STE102,,CRANBURY,"MGL AMERICAS, INC.",8512,NJ,Piscataway,NJ,541519,Other Computer Related Services,35.51,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,OES,hr,IT,35.51,35.51,hr
PERM,A-09097-37911,Certified-Expired,H-1B,INDIA,11-10-2011,5000 FORBES AVENUE,OFFICE OF INTERNATIONAL EDUCATION,PITTSBURGH,CARNEGIE MELLON UNIVERSITY,15213,PA,Pittsburgh,PA,611310,"Colleges, Universities, and Professional Schools",38320,"Business Teachers, Postsecondary",Level I,25-1011.00,"Business Teachers, Postsecondary",OES,yr,Educational Services,152776,,yr
PERM,A-09099-38487,Certified,H-1B,INDIA,29-02-2012,390 CENTRAL AVENUE,,BOHEMIA,"PHOTONICS INDUSTRIES INTERNATIONAL, INC.",11716,NY,Bohemia,NY,334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,36.87,Electrical Engineers,Level II,17-2071.00,Electrical Engineers,OES,hr,Advanced Mfg,76689.6,,yr
PERM,A-09100-38836,Denied,H-1B,INDIA,17-02-2012,170 WEST TASMAN DRIVE,MAIL STOP: SJC 05/1/4,SAN JOSE,"CISCO SYSTEMS, INC.",95134,CA,San Jose,CA,334111,Electronic Computer Manufacturing,83905,"Computer SW Engineer, Systems",,15-1032.00,"Computer Software Engineers, Systems Software",Other,yr,Advanced Mfg,83905,101504,yr
PERM,A-09103-39074,Denied,H-1B,INDIA,04-11-2011,"622 GEORGES ROAD, SUITE 203",,NORTH BRUNSWICK,"SMART SOURCE TECHNOLOGIES, INC.",8902,NJ,North Brunswick,NJ,541511,Custom Computer Programming Services,42.48,Computer Software Engineers-Systems Software,Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,hr,IT,42.48,,hr
PERM,A-09106-39960,Certified-Expired,H-1B,INDIA,21-10-2011,8250 JONES BRANCH DRIVE,,MCLEAN,FEDERAL HOME LOAN MORTGAGE CORPORATION,22102,VA,McLean,VA,522294,Secondary Market Financing,68600,Computer Systems Analysts,Level II,15-1051.00,Computer Systems Analysts,Other,yr,Finance,68600,,yr
PERM,A-09106-40012,Denied,H-1B,INDIA,16-02-2012,170 WEST TASMAN DRIVE,MAIL STOP: SJC 05/1/4,SAN JOSE,"CISCO SYSTEMS, INC.",95134,CA,Milpitas,CA,334111,Electronic Computer Manufacturing,121160,SW Systems Engineer,,15-1032.00,"Computer Software Engineers, Systems Software",Other,yr,Advanced Mfg,121217,135000,yr
PERM,A-09113-41123,Denied,L-2,INDIA,27-01-2012,5177 BUFORD HWY,,DORAVILLE,"CLEAR CONNECT COMMUNICATION, LLC",30340,GA,DORAVILLE,GA,424490,Other Grocery and Related Products Merchant Wholesalers,15.84,ACCOUNTING CLERK,Level III,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",OES,hr,Other Economic Sector,15.84,,hr
PERM,A-09113-41258,Denied,H-1B,INDIA,12-12-2011,1770 INDIAN TRAIL ROAD SUITE 200,,NORCROSS,GNHSOFT INC,30093,GA,Norcross,GA,541511,Custom Computer Programming Services,72966,Engineering Managers,Level I,11-9041.00,Engineering Managers,OES,yr,IT,72966,,yr
PERM,A-09118-42113,Certified-Expired,H-1B,INDIA,04-10-2011,373 RAMAPO VALLEY ROAD,,OAKLAND,OAKLAND PHARMACY RX LLC,7436,NJ,Oakland,NJ,446110,Pharmacies and Drug Stores,33.44,Pharmacists,Level I,29-1051.00,Pharmacists,OES,hr,Retail,33.44,33.44,hr
PERM,A-09120-42475,Certified,H-1B,INDIA,18-11-2011,585 PILOT ROAD,,LAS VEGAS,CREDIT ONE BANK,89119,NV,LAS VEGAS,NV,52211,Commercial Banking,23.45,DATABASE ADMINISTRATORS,Level I,15-1061.00,Database Administrators,OES,hr,Finance,100000,,yr
PERM,A-09120-42541,Withdrawn,H-1B,INDIA,27-10-2011,2115 STANLEY GAULT PARKWAY,SUITE 200,LOUISVILLE,"V-SOFT CONSULTING GROUP, INC.",40223,KY,Louisville,KY,541512,Computer Systems Design Services,37398,Operations Research Analyst,Level I,15-2031.00,Operations Research Analysts,OES,yr,IT,37398,,yr
PERM,A-09120-42664,Certified,H-1B,INDIA,27-12-2011,ONE AT&T PLAZA,208 S. AKARD STREET,DALLAS,"AT&T, INC., AND ALL OF ITS SUBSIDIARIES AND AFFILIATES",75202,TX,Bothell,WA,51721,Wireless Telecommunications Carriers (except Satellite),78291,Network and Computer Systems Administrators,Level III,15-1071.00,Network and Computer Systems Administrators,OES,yr,IT,91600,,yr
PERM,A-09121-42832,Withdrawn,H-1B,INDIA,04-01-2012,2115 STANLEY GAULT PARKWAY,SUITE 200,LOUISVILLE,"V-SOFT CONSULTING GROUP, INC.",40223,KY,Louisville,KY,541512,Computer Systems Design Services,37398,Operations Research Analyst,Level I,15-2031.00,Operations Research Analysts,OES,yr,IT,37398,,yr
PERM,A-09126-43639,Certified-Expired,H-1B,INDIA,28-10-2011,3 INDEPENDENCE WAY,SUITE 117,PRINCETON,"ININE TECHNOLOGIES, LLC",8540,NJ,Princeton,NJ,541519,Other Computer Related Services,37.06,Computer and Information Systems Managers,Level I,11-3021.00,Computer and Information Systems Managers,OES,hr,IT,37.06,37.06,hr
PERM,A-09126-43697,Denied,H-1B,INDIA,04-11-2011,46500 FREMONT BLVD.,SUITE 708,FREMONT,DGN TECHNOLOGIES INC.,94538,CA,FREMONT,CA,541511,Custom Computer Programming Services,84552,computer and information systems manager,Level I,11-3021.00,Computer and Information Systems Managers,OES,yr,IT,84552,,yr
PERM,A-09134-45101,Certified-Expired,H-1B,INDIA,06-10-2011,3101 SOUTH PACKERLAND DRIVE,,GREEN BAY,SCHNEIDER ENTERPRISE RESOURCES,54306,WI,Green Bay,WI,484230,"Specialized Freight (except Used Goods) Trucking, Long-Distance",67808,Industrial Engineers,Level II,17-2112.00,Industrial Engineers,OES,yr,Transportation,87000,,yr
PERM,A-09139-45734,Certified,H-1B,INDIA,30-11-2011,45 OSER AVENUE,,HAUPPAUGE,GLOBECOMM SYSTEMS INC.,11788,NY,Hauppauge,NY,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,27.77,Computer Hardware Engineers,Level II,17-2061.00,Computer Hardware Engineers,OES,hr,Advanced Mfg,80000,,yr
PERM,A-09140-46083,Certified-Expired,H-1B,INDIA,07-10-2011,4309 HACIENDA DR.,SUITE 490,PLEASANTON,"SYNERGIE TECH SOLUTIONS, LLC",94588,CA,Pleasanton,CA,517910,,74901,RF Engineer,Level II,17-2072.00,"Electronics Engineers, Except Computer",OES,yr,,74901,,yr
PERM,A-09142-46484,Certified-Expired,H-1B,INDIA,07-10-2011,1832 CAPITAL CIRCLE NE,SUITE 3,TALLAHASSEE,VCARVE INC.,32308,FL,Tallahassee,FL,541511,Custom Computer Programming Services,71490,Computer Systems Analysts,Level III,15-1051.00,Computer Systems Analysts,OES,yr,IT,80000,,yr
PERM,A-09152-47853,Certified-Expired,H-1B,INDIA,14-10-2011,"1811, OLD KINGS HIGHWAY, PO BOX 28",,SAUGERTIES,TOTAL TENNIS SAUGERTIES NY LLC,12477,NY,SAUGERTIES,NY,721214,Recreational and Vacation Camps (except Campgrounds),29.72,FINANCIAL MANAGERS,Level II,11-3031.00,Financial Managers,Other,hr,Hospitality,30,,hr
PERM,A-09155-48567,Certified,H-1B,INDIA,02-12-2011,10570 WHITNEY WAY,,CUPERTINO,SERRASTREET TECHNOLOGIES INC,95014,CA,Cupertino,CA,541990,"All Other Professional, Scientific, and Technical Services",73112,"Computer Software Engineers, Applications",Level I,15-1031.00,"Computer Software Engineers, Applications",OES,yr,Other Economic Sector,73112,,yr
PERM,A-09155-48573,Certified-Expired,H-1B,INDIA,04-10-2011,700 CENTRAL AVE,,LOUISVILLE,CHURCHILL DOWNS INCORPORATED,40208,KY,NEW ORLEANS,LA,713210,,26.58,Sr. Database Manager (Marketing),Level II,15-1061.00,Database Administrators,OES,hr,,26.58,,hr
PERM,A-09155-48647,Denied,B-2,INDIA,08-12-2011,892 RIDGE ROAD,,CHELSEA,MAHENDER MACHA,48118,MI,CHELSEA,MI,814110,Private Households,13.59,DOMESTIC COOK,Level I,35-2013.00,"Cooks, Private Household",Other,hr,Other Economic Sector,14,15,hr
PERM,A-09160-49295,Certified,H-1B,INDIA,05-03-2012,5050 RESEARCH COURT,SUITE 100,SUWANEE,SMARTSOFT INTERNATIONAL INC,30024,GA,Suwanee,GA,541511,Custom Computer Programming Services,59176,Computer Software Engineer,Level I,15-1031.00,"Computer Software Engineers, Applications",OES,yr,IT,60000,,yr
PERM,A-09162-49890,Certified-Expired,H-1B,INDIA,17-10-2011,15 GOVERNOR DRIVE,,NEWBURGH,CRS RETAIL SYSTEMS,12550,NY,Newburgh,NY,541511,Custom Computer Programming Services,36.03,Computer Programmers,Level II,15-1021.00,Computer Programmers,OES,hr,IT,36.03,,hr
PERM,A-09166-50178,Certified-Expired,H-1B,INDIA,18-10-2011,800 CONNECTICUT AVENUE,,NORWALK,PRICELINE.COM,6854,CT,Norwalk,CT,454112,Electronic Auctions,80538,Computer Software Engineers Applications,Level II,15-1031.00,"Computer Software Engineers, Applications",OES,yr,Retail,80538,95000,yr
PERM,A-09167-50549,Certified-Expired,H-1B,INDIA,05-10-2011,"3160 DE LA CRUZ BLVD, SUITE 206",,SANTA CLARA,ACNOVATE CORPORATION,95054,CA,Santa Clara,CA,541511,Custom Computer Programming Services,61339,Accountants and Auditors,Level II,13-2011.00,Accountants and Auditors,OES,yr,IT,61339,,yr
PERM,A-09170-51233,Certified-Expired,H-1B,INDIA,12-10-2011,221 CLARKSON EXECUTIVE PARK,,ELLISVILLE,PROGRAMMER RESOURCES INTERNATIONAL INC,63011,MO,Ellisville,MO,541511,Custom Computer Programming Services,70866,"Computer Software Engineers, Systems Software",Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,yr,IT,70866,,yr
PERM,A-09170-51245,Denied,H-1B,INDIA,02-11-2011,TWO ADAMS PLACE,,QUINCY,PROGEON LIMITED,2169,MA,Fremont,CA,541519,Other Computer Related Services,34.46,Management Analyst,Level II,13-1111.00,Management Analysts,OES,hr,IT,102000,,yr
PERM,A-09171-51272,Certified-Expired,H-1B,INDIA,04-10-2011,105 TOWN CENTER ROAD,SUITE # 7,KING OF PRUSSIA,"COLLABORATIVE SYSTEMS, INC.",19406,PA,King of Prussia,PA,541511,Custom Computer Programming Services,75733,Computer Software Engineer,Level II,15-1031.00,"Computer Software Engineers, Applications",OES,yr,IT,75733,75733,yr
PERM,A-09174-51630,Denied,H-1B,INDIA,02-12-2011,"591 SUMMIT AVENUE, SUITE# 522",,JERSEY CITY,"JSMN INTERNATIONAL, INC.",7306,NJ,Jersey City,NJ,541511,Custom Computer Programming Services,79.57,Computer and Information Systems Managers,Level IV,11-3021.00,Computer and Information Systems Managers,OES,hr,IT,79.57,,hr
PERM,A-09175-51903,Withdrawn,H-1B,INDIA,08-12-2011,190 NORTH OVAL MALL,,COLUMBUS,THE OHIO STATE UNIVERSITY,43210,OH,Columbus,OH,611310,"Colleges, Universities, and Professional Schools",21757,City and Regional Planning Aides,Level II,19-4061.01,City Planning Aides,Other,yr,Educational Services,47539.73,,yr
PERM,A-09176-52108,Denied,H-1B,INDIA,28-12-2011,800 CONNECTICUT AVENUE,,NORWALK,PRICELINE.COM,6854,CT,Norwalk,CT,454112,Electronic Auctions,77293,Computer Software Engineer Systems Software,Level II,15-1032.00,"Computer Software Engineers, Systems Software",OES,yr,Retail,77293,95000,yr
PERM,A-09182-53328,Certified-Expired,H-1B,INDIA,18-10-2011,4900 MERIDIAN ST.,P. O. BOX 305,"NORMAL,",ALABAMA A&M UNIVERSITY,35762,AL,Normal,AL,611310,"Colleges, Universities, and Professional Schools",48600,"Physics Teacher, Postsecondary",Level I,25-1054.00,"Physics Teachers, Postsecondary",OES,yr,Educational Services,49481,,yr
PERM,A-09183-53455,Denied,H-1B,INDIA,30-11-2011,7200 FRANCE AVE S,STE 324,EDINA,VIRTUAL MATRIX CORPORATION,55435,MN,Edina,MN,541519,Other Computer Related Services,30.96,"Comp. S/Ware Engineers, Applications",Level I,15-1031.00,"Computer Software Engineers, Applications",OES,hr,IT,30.96,30.96,hr
PERM,A-09194-54698,Certified-Expired,H-1B,INDIA,25-10-2011,7500 DALLAS PKWY,SUITE 700,PLANO,"ADS ALLIANCE DATA SYSTEMS, INC.",75024,TX,Wakefield,MA,541910,Marketing Research and Public Opinion Polling,99600,"Computer Software Engineers, Applications",Level IV,15-1031.00,"Computer Software Engineers, Applications",Other,yr,Other Economic Sector,99600,110000,yr
PERM,A-09195-54975,Certified-Expired,L-1,INDIA,19-10-2011,19483 PRUNERIDGE AVENUE,M/S 4206,CUPERTINO,HEWLETT-PACKARD COMPANY,95014,CA,Houston,TX,334111,Electronic Computer Manufacturing,49442,"Computer & Information Scientists, Research",Level I,15-1011.00,"Computer and Information Scientists, Research",OES,yr,Advanced Mfg,63921.7,87400.04,yr
PERM,A-09195-55045,Certified-Expired,H-1B,INDIA,04-10-2011,90 MATAWAN ROAD,SUITE 300,MATAWAM,TATA COMMUNICATIONS (AMERICA) INC.,7747,NJ,SAN JOSE,CA,517110,Wired Telecommunications Carriers,107536,SALES ENGINEERS,Level III,41-9031.00,Sales Engineers,OES,yr,IT,120000,,yr
PERM,A-09202-56164,Certified-Expired,H-1B,INDIA,02-11-2011,4 INDEPENDENCE WAY,SUITE 410,PRINCETON,NITEO PARTNERS INC.,8540,NJ,Edison,NJ,541511,Custom Computer Programming Services,28.89,Computer Systems Analyst,Level I,15-1051.00,Computer Systems Analysts,OES,hr,IT,28.89,,hr
PERM,A-09204-56649,Certified,H-1B,INDIA,04-11-2011,1251 AVE OF THE AMERICAS,,NEW YORK,"THE BANK OF TOKYO-MITSUBISHI UFJ, LTD.",10020,NY,Jersey City,NJ,522110,Commercial Banking,52.12,"Computer Software Engineers, Applications",Level IV,15-1031.00,"Computer Software Engineers, Applications",OES,hr,Finance,110000,,yr
PERM,A-09204-56726,Certified-Expired,H-1B,INDIA,19-10-2011,P.O. BOX 458,121 BROADWAY,DOVER,WENTWORTH-DOUGLASS PHYSICIAN CORPORATION,3820,NH,Dover,NH,622110,General Medical and Surgical Hospitals,117437,Hospitalist/Internist,Level I,29-1063.00,"Internists, General",OES,yr,Health Care,170000,180000,yr
